Sheet,Cell,Formula,Evaluated Value
FirstErr,O96,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - IP]],Computes!$S$2:$S$22,Computes!$T$2:$T$22)",CORE
FirstErr,P96,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,3)",cpucore
FirstErr,Q96,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$2:$AB$22,Computes!$AC$2:$AC$22)",CORE
FirstErr,R96,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$1:$AB$22,Computes!$AD$1:$AD$22)",4
FirstErr,S96,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,4)-(ubox[[#This Row],[offset]]*(ubox[[#This Row],[FirstError - DIEID]]-9))",17
FirstErr,T96,"=IF(OR(ubox[[#This Row],[FirstError - Device (Name)]]=""CORE"",ubox[[#This Row],[FirstError - Device (Name)]]=""SCF""),ubox[[#This Row],[FirstError - IP (name)]],ubox[[#This Row],[FirstError - IP (name)]]&"":""&ubox[[#This Row],[FirstError - Device (Name)]])&ubox[[#This Row],[FirstError - Physical Loc]]",CORE17
FirstErr,N97,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,1)",scf_cha
FirstErr,O97,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - IP]],Computes!$S$2:$S$22,Computes!$T$2:$T$22)",CHA
FirstErr,P97,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,3)",cpuscf
FirstErr,Q97,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$2:$AB$22,Computes!$AC$2:$AC$22)",SCF
FirstErr,R97,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$1:$AB$22,Computes!$AD$1:$AD$22)",4
FirstErr,S97,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,4)-(ubox[[#This Row],[offset]]*(ubox[[#This Row],[FirstError - DIEID]]-9))",69
FirstErr,T97,"=IF(OR(ubox[[#This Row],[FirstError - Device (Name)]]=""CORE"",ubox[[#This Row],[FirstError - Device (Name)]]=""SCF""),ubox[[#This Row],[FirstError - IP (name)]],ubox[[#This Row],[FirstError - IP (name)]]&"":""&ubox[[#This Row],[FirstError - Device (Name)]])&ubox[[#This Row],[FirstError - Physical Loc]]",CHA69
FirstErr,N98,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,1)",core_coregp
FirstErr,O98,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - IP]],Computes!$S$2:$S$22,Computes!$T$2:$T$22)",CORE
FirstErr,P98,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,3)",cpucore
FirstErr,Q98,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$2:$AB$22,Computes!$AC$2:$AC$22)",CORE
FirstErr,R98,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$1:$AB$22,Computes!$AD$1:$AD$22)",4
FirstErr,S98,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,4)-(ubox[[#This Row],[offset]]*(ubox[[#This Row],[FirstError - DIEID]]-9))",45
FirstErr,T98,"=IF(OR(ubox[[#This Row],[FirstError - Device (Name)]]=""CORE"",ubox[[#This Row],[FirstError - Device (Name)]]=""SCF""),ubox[[#This Row],[FirstError - IP (name)]],ubox[[#This Row],[FirstError - IP (name)]]&"":""&ubox[[#This Row],[FirstError - Device (Name)]])&ubox[[#This Row],[FirstError - Physical Loc]]",CORE45
FirstErr,N99,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,1)",core_coregp
FirstErr,O99,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - IP]],Computes!$S$2:$S$22,Computes!$T$2:$T$22)",CORE
FirstErr,P99,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,3)",cpucore
FirstErr,Q99,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$2:$AB$22,Computes!$AC$2:$AC$22)",CORE
FirstErr,R99,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$1:$AB$22,Computes!$AD$1:$AD$22)",4
FirstErr,S99,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,4)-(ubox[[#This Row],[offset]]*(ubox[[#This Row],[FirstError - DIEID]]-9))",168
FirstErr,T99,"=IF(OR(ubox[[#This Row],[FirstError - Device (Name)]]=""CORE"",ubox[[#This Row],[FirstError - Device (Name)]]=""SCF""),ubox[[#This Row],[FirstError - IP (name)]],ubox[[#This Row],[FirstError - IP (name)]]&"":""&ubox[[#This Row],[FirstError - Device (Name)]])&ubox[[#This Row],[FirstError - Physical Loc]]",CORE168
FirstErr,N100,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,1)",scf_cha
FirstErr,O100,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - IP]],Computes!$S$2:$S$22,Computes!$T$2:$T$22)",CHA
FirstErr,P100,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,3)",cpuscf
FirstErr,Q100,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$2:$AB$22,Computes!$AC$2:$AC$22)",SCF
FirstErr,R100,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$1:$AB$22,Computes!$AD$1:$AD$22)",4
FirstErr,S100,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,4)-(ubox[[#This Row],[offset]]*(ubox[[#This Row],[FirstError - DIEID]]-9))",13
FirstErr,T100,"=IF(OR(ubox[[#This Row],[FirstError - Device (Name)]]=""CORE"",ubox[[#This Row],[FirstError - Device (Name)]]=""SCF""),ubox[[#This Row],[FirstError - IP (name)]],ubox[[#This Row],[FirstError - IP (name)]]&"":""&ubox[[#This Row],[FirstError - Device (Name)]])&ubox[[#This Row],[FirstError - Physical Loc]]",CHA13
FirstErr,N101,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,1)",upiagent:lnmacmisc
FirstErr,O101,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - IP]],Computes!$S$2:$S$22,Computes!$T$2:$T$22)",UPI
FirstErr,P101,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,3)",pc5_5u2
FirstErr,Q101,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$2:$AB$22,Computes!$AC$2:$AC$22)",pcie
FirstErr,R101,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$1:$AB$22,Computes!$AD$1:$AD$22)",0
FirstErr,S101,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,4)-(ubox[[#This Row],[offset]]*(ubox[[#This Row],[FirstError - DIEID]]-9))",6
FirstErr,T101,"=IF(OR(ubox[[#This Row],[FirstError - Device (Name)]]=""CORE"",ubox[[#This Row],[FirstError - Device (Name)]]=""SCF""),ubox[[#This Row],[FirstError - IP (name)]],ubox[[#This Row],[FirstError - IP (name)]]&"":""&ubox[[#This Row],[FirstError - Device (Name)]])&ubox[[#This Row],[FirstError - Physical Loc]]",UPI:pcie6
FirstErr,N102,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,1)",scf_cha
FirstErr,O102,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - IP]],Computes!$S$2:$S$22,Computes!$T$2:$T$22)",CHA
FirstErr,P102,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,3)",cpuscf
FirstErr,Q102,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$2:$AB$22,Computes!$AC$2:$AC$22)",SCF
FirstErr,R102,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$1:$AB$22,Computes!$AD$1:$AD$22)",4
FirstErr,S102,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,4)-(ubox[[#This Row],[offset]]*(ubox[[#This Row],[FirstError - DIEID]]-9))",110
FirstErr,T102,"=IF(OR(ubox[[#This Row],[FirstError - Device (Name)]]=""CORE"",ubox[[#This Row],[FirstError - Device (Name)]]=""SCF""),ubox[[#This Row],[FirstError - IP (name)]],ubox[[#This Row],[FirstError - IP (name)]]&"":""&ubox[[#This Row],[FirstError - Device (Name)]])&ubox[[#This Row],[FirstError - Physical Loc]]",CHA110
FirstErr,N103,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,1)",upiagent:lnmacmisc
FirstErr,O103,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - IP]],Computes!$S$2:$S$22,Computes!$T$2:$T$22)",UPI
FirstErr,P103,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,3)",pc5_5u2
FirstErr,Q103,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$2:$AB$22,Computes!$AC$2:$AC$22)",pcie
FirstErr,R103,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$1:$AB$22,Computes!$AD$1:$AD$22)",0
FirstErr,S103,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,4)-(ubox[[#This Row],[offset]]*(ubox[[#This Row],[FirstError - DIEID]]-9))",5
FirstErr,T103,"=IF(OR(ubox[[#This Row],[FirstError - Device (Name)]]=""CORE"",ubox[[#This Row],[FirstError - Device (Name)]]=""SCF""),ubox[[#This Row],[FirstError - IP (name)]],ubox[[#This Row],[FirstError - IP (name)]]&"":""&ubox[[#This Row],[FirstError - Device (Name)]])&ubox[[#This Row],[FirstError - Physical Loc]]",UPI:pcie5
FirstErr,N104,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,1)",scf_cha
FirstErr,O104,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - IP]],Computes!$S$2:$S$22,Computes!$T$2:$T$22)",CHA
FirstErr,P104,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,3)",cpuscf
FirstErr,Q104,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$2:$AB$22,Computes!$AC$2:$AC$22)",SCF
FirstErr,R104,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$1:$AB$22,Computes!$AD$1:$AD$22)",4
FirstErr,S104,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,4)-(ubox[[#This Row],[offset]]*(ubox[[#This Row],[FirstError - DIEID]]-9))",149
FirstErr,T104,"=IF(OR(ubox[[#This Row],[FirstError - Device (Name)]]=""CORE"",ubox[[#This Row],[FirstError - Device (Name)]]=""SCF""),ubox[[#This Row],[FirstError - IP (name)]],ubox[[#This Row],[FirstError - IP (name)]]&"":""&ubox[[#This Row],[FirstError - Device (Name)]])&ubox[[#This Row],[FirstError - Physical Loc]]",CHA149
FirstErr,N105,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,1)",upiagent:lnmacmisc
FirstErr,O105,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - IP]],Computes!$S$2:$S$22,Computes!$T$2:$T$22)",UPI
FirstErr,P105,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,3)",pc5_5u2
FirstErr,Q105,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$2:$AB$22,Computes!$AC$2:$AC$22)",pcie
FirstErr,R105,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$1:$AB$22,Computes!$AD$1:$AD$22)",0
FirstErr,S105,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,4)-(ubox[[#This Row],[offset]]*(ubox[[#This Row],[FirstError - DIEID]]-9))",5
FirstErr,T105,"=IF(OR(ubox[[#This Row],[FirstError - Device (Name)]]=""CORE"",ubox[[#This Row],[FirstError - Device (Name)]]=""SCF""),ubox[[#This Row],[FirstError - IP (name)]],ubox[[#This Row],[FirstError - IP (name)]]&"":""&ubox[[#This Row],[FirstError - Device (Name)]])&ubox[[#This Row],[FirstError - Physical Loc]]",UPI:pcie5
FirstErr,N106,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,1)",scf_cha
FirstErr,O106,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - IP]],Computes!$S$2:$S$22,Computes!$T$2:$T$22)",CHA
FirstErr,P106,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,3)",cpuscf
FirstErr,Q106,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$2:$AB$22,Computes!$AC$2:$AC$22)",SCF
FirstErr,R106,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$1:$AB$22,Computes!$AD$1:$AD$22)",4
FirstErr,S106,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,4)-(ubox[[#This Row],[offset]]*(ubox[[#This Row],[FirstError - DIEID]]-9))",23
FirstErr,T106,"=IF(OR(ubox[[#This Row],[FirstError - Device (Name)]]=""CORE"",ubox[[#This Row],[FirstError - Device (Name)]]=""SCF""),ubox[[#This Row],[FirstError - IP (name)]],ubox[[#This Row],[FirstError - IP (name)]]&"":""&ubox[[#This Row],[FirstError - Device (Name)]])&ubox[[#This Row],[FirstError - Physical Loc]]",CHA23
FirstErr,N107,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,1)",scf_cha
FirstErr,O107,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - IP]],Computes!$S$2:$S$22,Computes!$T$2:$T$22)",CHA
FirstErr,P107,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,3)",cpuscf
FirstErr,Q107,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$2:$AB$22,Computes!$AC$2:$AC$22)",SCF
FirstErr,R107,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$1:$AB$22,Computes!$AD$1:$AD$22)",4
FirstErr,S107,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,4)-(ubox[[#This Row],[offset]]*(ubox[[#This Row],[FirstError - DIEID]]-9))",69
FirstErr,T107,"=IF(OR(ubox[[#This Row],[FirstError - Device (Name)]]=""CORE"",ubox[[#This Row],[FirstError - Device (Name)]]=""SCF""),ubox[[#This Row],[FirstError - IP (name)]],ubox[[#This Row],[FirstError - IP (name)]]&"":""&ubox[[#This Row],[FirstError - Device (Name)]])&ubox[[#This Row],[FirstError - Physical Loc]]",CHA69
FirstErr,N108,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,1)",scf_cha
FirstErr,O108,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - IP]],Computes!$S$2:$S$22,Computes!$T$2:$T$22)",CHA
FirstErr,P108,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,3)",cpuscf
FirstErr,Q108,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$2:$AB$22,Computes!$AC$2:$AC$22)",SCF
FirstErr,R108,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$1:$AB$22,Computes!$AD$1:$AD$22)",4
FirstErr,S108,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,4)-(ubox[[#This Row],[offset]]*(ubox[[#This Row],[FirstError - DIEID]]-9))",69
FirstErr,T108,"=IF(OR(ubox[[#This Row],[FirstError - Device (Name)]]=""CORE"",ubox[[#This Row],[FirstError - Device (Name)]]=""SCF""),ubox[[#This Row],[FirstError - IP (name)]],ubox[[#This Row],[FirstError - IP (name)]]&"":""&ubox[[#This Row],[FirstError - Device (Name)]])&ubox[[#This Row],[FirstError - Physical Loc]]",CHA69
FirstErr,N109,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,1)",core_coregp
FirstErr,O109,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - IP]],Computes!$S$2:$S$22,Computes!$T$2:$T$22)",CORE
FirstErr,P109,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,3)",cpucore
FirstErr,Q109,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$2:$AB$22,Computes!$AC$2:$AC$22)",CORE
FirstErr,R109,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$1:$AB$22,Computes!$AD$1:$AD$22)",4
FirstErr,S109,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,4)-(ubox[[#This Row],[offset]]*(ubox[[#This Row],[FirstError - DIEID]]-9))",149
FirstErr,T109,"=IF(OR(ubox[[#This Row],[FirstError - Device (Name)]]=""CORE"",ubox[[#This Row],[FirstError - Device (Name)]]=""SCF""),ubox[[#This Row],[FirstError - IP (name)]],ubox[[#This Row],[FirstError - IP (name)]]&"":""&ubox[[#This Row],[FirstError - Device (Name)]])&ubox[[#This Row],[FirstError - Physical Loc]]",CORE149
FirstErr,N110,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,1)",core_coregp
FirstErr,O110,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - IP]],Computes!$S$2:$S$22,Computes!$T$2:$T$22)",CORE
FirstErr,P110,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,3)",cpucore
FirstErr,Q110,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$2:$AB$22,Computes!$AC$2:$AC$22)",CORE
FirstErr,R110,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$1:$AB$22,Computes!$AD$1:$AD$22)",4
FirstErr,S110,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,4)-(ubox[[#This Row],[offset]]*(ubox[[#This Row],[FirstError - DIEID]]-9))",94
FirstErr,T110,"=IF(OR(ubox[[#This Row],[FirstError - Device (Name)]]=""CORE"",ubox[[#This Row],[FirstError - Device (Name)]]=""SCF""),ubox[[#This Row],[FirstError - IP (name)]],ubox[[#This Row],[FirstError - IP (name)]]&"":""&ubox[[#This Row],[FirstError - Device (Name)]])&ubox[[#This Row],[FirstError - Physical Loc]]",CORE94
FirstErr,N111,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,1)",core_coregp
FirstErr,O111,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - IP]],Computes!$S$2:$S$22,Computes!$T$2:$T$22)",CORE
FirstErr,P111,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,3)",cpucore
FirstErr,Q111,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$2:$AB$22,Computes!$AC$2:$AC$22)",CORE
FirstErr,R111,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$1:$AB$22,Computes!$AD$1:$AD$22)",4
FirstErr,S111,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,4)-(ubox[[#This Row],[offset]]*(ubox[[#This Row],[FirstError - DIEID]]-9))",1
FirstErr,T111,"=IF(OR(ubox[[#This Row],[FirstError - Device (Name)]]=""CORE"",ubox[[#This Row],[FirstError - Device (Name)]]=""SCF""),ubox[[#This Row],[FirstError - IP (name)]],ubox[[#This Row],[FirstError - IP (name)]]&"":""&ubox[[#This Row],[FirstError - Device (Name)]])&ubox[[#This Row],[FirstError - Physical Loc]]",CORE1
FirstErr,N112,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,1)",core_coregp
FirstErr,O112,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - IP]],Computes!$S$2:$S$22,Computes!$T$2:$T$22)",CORE
FirstErr,P112,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,3)",cpucore
FirstErr,Q112,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$2:$AB$22,Computes!$AC$2:$AC$22)",CORE
FirstErr,R112,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$1:$AB$22,Computes!$AD$1:$AD$22)",4
FirstErr,S112,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,4)-(ubox[[#This Row],[offset]]*(ubox[[#This Row],[FirstError - DIEID]]-9))",126
FirstErr,T112,"=IF(OR(ubox[[#This Row],[FirstError - Device (Name)]]=""CORE"",ubox[[#This Row],[FirstError - Device (Name)]]=""SCF""),ubox[[#This Row],[FirstError - IP (name)]],ubox[[#This Row],[FirstError - IP (name)]]&"":""&ubox[[#This Row],[FirstError - Device (Name)]])&ubox[[#This Row],[FirstError - Physical Loc]]",CORE126
FirstErr,N113,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,1)",core_coregp
FirstErr,O113,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - IP]],Computes!$S$2:$S$22,Computes!$T$2:$T$22)",CORE
FirstErr,P113,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,3)",cpucore
FirstErr,Q113,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$2:$AB$22,Computes!$AC$2:$AC$22)",CORE
FirstErr,R113,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$1:$AB$22,Computes!$AD$1:$AD$22)",4
FirstErr,S113,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,4)-(ubox[[#This Row],[offset]]*(ubox[[#This Row],[FirstError - DIEID]]-9))",149
FirstErr,T113,"=IF(OR(ubox[[#This Row],[FirstError - Device (Name)]]=""CORE"",ubox[[#This Row],[FirstError - Device (Name)]]=""SCF""),ubox[[#This Row],[FirstError - IP (name)]],ubox[[#This Row],[FirstError - IP (name)]]&"":""&ubox[[#This Row],[FirstError - Device (Name)]])&ubox[[#This Row],[FirstError - Physical Loc]]",CORE149
FirstErr,N114,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,1)",core_coregp
FirstErr,O114,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - IP]],Computes!$S$2:$S$22,Computes!$T$2:$T$22)",CORE
FirstErr,P114,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,3)",cpucore
FirstErr,Q114,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$2:$AB$22,Computes!$AC$2:$AC$22)",CORE
FirstErr,R114,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$1:$AB$22,Computes!$AD$1:$AD$22)",4
FirstErr,S114,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,4)-(ubox[[#This Row],[offset]]*(ubox[[#This Row],[FirstError - DIEID]]-9))",84
FirstErr,T114,"=IF(OR(ubox[[#This Row],[FirstError - Device (Name)]]=""CORE"",ubox[[#This Row],[FirstError - Device (Name)]]=""SCF""),ubox[[#This Row],[FirstError - IP (name)]],ubox[[#This Row],[FirstError - IP (name)]]&"":""&ubox[[#This Row],[FirstError - Device (Name)]])&ubox[[#This Row],[FirstError - Physical Loc]]",CORE84
FirstErr,N115,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,1)",scf_cha
FirstErr,O115,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - IP]],Computes!$S$2:$S$22,Computes!$T$2:$T$22)",CHA
FirstErr,P115,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,3)",cpuscf
FirstErr,Q115,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$2:$AB$22,Computes!$AC$2:$AC$22)",SCF
FirstErr,R115,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$1:$AB$22,Computes!$AD$1:$AD$22)",4
FirstErr,S115,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,4)-(ubox[[#This Row],[offset]]*(ubox[[#This Row],[FirstError - DIEID]]-9))",16
FirstErr,T115,"=IF(OR(ubox[[#This Row],[FirstError - Device (Name)]]=""CORE"",ubox[[#This Row],[FirstError - Device (Name)]]=""SCF""),ubox[[#This Row],[FirstError - IP (name)]],ubox[[#This Row],[FirstError - IP (name)]]&"":""&ubox[[#This Row],[FirstError - Device (Name)]])&ubox[[#This Row],[FirstError - Physical Loc]]",CHA16
FirstErr,N116,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,1)",scf_cha
FirstErr,O116,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - IP]],Computes!$S$2:$S$22,Computes!$T$2:$T$22)",CHA
FirstErr,P116,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,3)",cpuscf
FirstErr,Q116,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$2:$AB$22,Computes!$AC$2:$AC$22)",SCF
FirstErr,R116,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$1:$AB$22,Computes!$AD$1:$AD$22)",4
FirstErr,S116,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,4)-(ubox[[#This Row],[offset]]*(ubox[[#This Row],[FirstError - DIEID]]-9))",178
FirstErr,T116,"=IF(OR(ubox[[#This Row],[FirstError - Device (Name)]]=""CORE"",ubox[[#This Row],[FirstError - Device (Name)]]=""SCF""),ubox[[#This Row],[FirstError - IP (name)]],ubox[[#This Row],[FirstError - IP (name)]]&"":""&ubox[[#This Row],[FirstError - Device (Name)]])&ubox[[#This Row],[FirstError - Physical Loc]]",CHA178
